Time,Driver,LapNumber,LapTime,Compound,TyreLife,Stint,TrackStatus,PitInTime,PitOutTime,LapTimeSeconds,Year,GrandPrix
0 days 01:13:47.711000,ANT,11.0,0 days 00:01:39.667000,SOFT,14.0,1.0,1,,,99.667,2025,Bahrain
0 days 01:15:29.597000,ANT,12.0,0 days 00:01:41.886000,SOFT,15.0,1.0,1,0 days 01:15:27.861000,,101.886,2025,Bahrain
0 days 01:17:29.310000,ANT,13.0,0 days 00:01:59.713000,MEDIUM,1.0,2.0,1,,0 days 01:15:52.720000,119.713,2025,Bahrain
0 days 01:19:07.042000,ANT,14.0,0 days 00:01:37.732000,MEDIUM,2.0,2.0,1,,,97.732,2025,Bahrain
0 days 01:20:45.439000,ANT,15.0,0 days 00:01:38.397000,MEDIUM,3.0,2.0,1,,,98.397,2025,Bahrain
0 days 01:22:24.508000,ANT,16.0,0 days 00:01:39.069000,MEDIUM,4.0,2.0,1,,,99.069,2025,Bahrain
0 days 01:24:03.450000,ANT,17.0,0 days 00:01:38.942000,MEDIUM,5.0,2.0,1,,,98.942,2025,Bahrain
0 days 01:25:41.815000,ANT,18.0,0 days 00:01:38.365000,MEDIUM,6.0,2.0,1,,,98.365,2025,Bahrain
0 days 01:27:20.146000,ANT,19.0,0 days 00:01:38.331000,MEDIUM,7.0,2.0,1,,,98.331,2025,Bahrain
0 days 01:28:59.041000,ANT,20.0,0 days 00:01:38.895000,MEDIUM,8.0,2.0,1,,,98.895,2025,Bahrain
0 days 01:30:37.721000,ANT,21.0,0 days 00:01:38.680000,MEDIUM,9.0,2.0,1,,,98.68,2025,Bahrain
0 days 01:32:16.618000,ANT,22.0,0 days 00:01:38.897000,MEDIUM,10.0,2.0,1,,,98.897,2025,Bahrain
0 days 01:33:55.362000,ANT,23.0,0 days 00:01:38.744000,MEDIUM,11.0,2.0,1,,,98.744,2025,Bahrain
0 days 01:35:34.004000,ANT,24.0,0 days 00:01:38.642000,MEDIUM,12.0,2.0,1,,,98.642,2025,Bahrain
0 days 01:37:13.733000,ANT,25.0,0 days 00:01:39.729000,MEDIUM,13.0,2.0,1,,,99.729,2025,Bahrain
0 days 01:38:52.926000,ANT,26.0,0 days 00:01:39.193000,MEDIUM,14.0,2.0,1,,,99.193,2025,Bahrain
0 days 01:40:34.694000,ANT,27.0,0 days 00:01:41.768000,MEDIUM,15.0,2.0,1,0 days 01:40:33.109000,,101.768,2025,Bahrain
0 days 01:42:33.631000,ANT,28.0,0 days 00:01:58.937000,SOFT,4.0,3.0,1,,0 days 01:40:57.526000,118.937,2025,Bahrain
0 days 01:44:10.321000,ANT,29.0,0 days 00:01:36.690000,SOFT,5.0,3.0,1,,,96.69,2025,Bahrain
0 days 01:45:47.011000,ANT,30.0,0 days 00:01:36.690000,SOFT,6.0,3.0,1,,,96.69,2025,Bahrain
0 days 01:47:24.542000,ANT,31.0,0 days 00:01:37.531000,SOFT,7.0,3.0,1,,,97.531,2025,Bahrain
0 days 01:49:29.494000,ANT,32.0,0 days 00:02:04.952000,SOFT,8.0,3.0,14,0 days 01:49:27.885000,,124.952,2025,Bahrain
0 days 01:52:00.687000,ANT,33.0,,SOFT,4.0,4.0,4,,0 days 01:49:52.527000,,2025,Bahrain
0 days 01:53:51.693000,ANT,34.0,0 days 00:01:51.006000,SOFT,5.0,4.0,4,,,111.006,2025,Bahrain
0 days 01:56:04.918000,ANT,35.0,0 days 00:02:13.225000,SOFT,6.0,4.0,41,,,133.225,2025,Bahrain
0 days 01:57:44.835000,ANT,36.0,0 days 00:01:39.917000,SOFT,7.0,4.0,1,,,99.917,2025,Bahrain
0 days 01:59:22.552000,ANT,37.0,0 days 00:01:37.717000,SOFT,8.0,4.0,1,,,97.717,2025,Bahrain
0 days 02:00:59.537000,ANT,38.0,0 days 00:01:36.985000,SOFT,9.0,4.0,1,,,96.985,2025,Bahrain
0 days 02:02:37.114000,ANT,39.0,0 days 00:01:37.577000,SOFT,10.0,4.0,1,,,97.577,2025,Bahrain
0 days 02:04:14.387000,ANT,40.0,0 days 00:01:37.273000,SOFT,11.0,4.0,1,,,97.273,2025,Bahrain
0 days 02:05:51.971000,ANT,41.0,0 days 00:01:37.584000,SOFT,12.0,4.0,1,,,97.584,2025,Bahrain
0 days 02:07:29.668000,ANT,42.0,0 days 00:01:37.697000,SOFT,13.0,4.0,1,,,97.697,2025,Bahrain
0 days 02:09:07.284000,ANT,43.0,0 days 00:01:37.616000,SOFT,14.0,4.0,1,,,97.616,2025,Bahrain
0 days 02:10:45.200000,ANT,44.0,0 days 00:01:37.916000,SOFT,15.0,4.0,1,,,97.916,2025,Bahrain
0 days 02:12:23.027000,ANT,45.0,0 days 00:01:37.827000,SOFT,16.0,4.0,1,,,97.827,2025,Bahrain
0 days 02:14:00.765000,ANT,46.0,0 days 00:01:37.738000,SOFT,17.0,4.0,1,,,97.738,2025,Bahrain
0 days 02:15:38.452000,ANT,47.0,0 days 00:01:37.687000,SOFT,18.0,4.0,1,,,97.687,2025,Bahrain
0 days 02:17:15.940000,ANT,48.0,0 days 00:01:37.488000,SOFT,19.0,4.0,1,,,97.488,2025,Bahrain
0 days 02:18:53.555000,ANT,49.0,0 days 00:01:37.615000,SOFT,20.0,4.0,1,,,97.615,2025,Bahrain
0 days 02:20:31.295000,ANT,50.0,0 days 00:01:37.740000,SOFT,21.0,4.0,1,,,97.74,2025,Bahrain
0 days 02:22:09.316000,ANT,51.0,0 days 00:01:38.021000,SOFT,22.0,4.0,1,,,98.021,2025,Bahrain
0 days 02:23:47.976000,ANT,52.0,0 days 00:01:38.660000,SOFT,23.0,4.0,1,,,98.66,2025,Bahrain
0 days 02:25:26.392000,ANT,53.0,0 days 00:01:38.416000,SOFT,24.0,4.0,1,,,98.416,2025,Bahrain
0 days 02:27:05.104000,ANT,54.0,0 days 00:01:38.712000,SOFT,25.0,4.0,1,,,98.712,2025,Bahrain
0 days 02:28:43.973000,ANT,55.0,0 days 00:01:38.869000,SOFT,26.0,4.0,1,,,98.869,2025,Bahrain
0 days 02:30:23.038000,ANT,56.0,0 days 00:01:39.065000,SOFT,27.0,4.0,1,,,99.065,2025,Bahrain
0 days 02:32:02.584000,ANT,57.0,0 days 00:01:39.546000,SOFT,28.0,4.0,1,,,99.546,2025,Bahrain
0 days 00:57:21.763000,ALB,1.0,0 days 00:01:46.629000,SOFT,1.0,1.0,1,,,106.629,2025,Bahrain
0 days 00:59:01.584000,ALB,2.0,0 days 00:01:39.821000,SOFT,2.0,1.0,1,,,99.821,2025,Bahrain
0 days 01:00:40.283000,ALB,3.0,0 days 00:01:38.699000,SOFT,3.0,1.0,1,,,98.699,2025,Bahrain
0 days 01:02:19.339000,ALB,4.0,0 days 00:01:39.056000,SOFT,4.0,1.0,1,,,99.056,2025,Bahrain
0 days 01:03:58.596000,ALB,5.0,0 days 00:01:39.257000,SOFT,5.0,1.0,1,,,99.257,2025,Bahrain
0 days 01:05:37.859000,ALB,6.0,0 days 00:01:39.263000,SOFT,6.0,1.0,1,,,99.263,2025,Bahrain
0 days 01:07:17.424000,ALB,7.0,0 days 00:01:39.565000,SOFT,7.0,1.0,1,,,99.565,2025,Bahrain
0 days 01:08:57.342000,ALB,8.0,0 days 00:01:39.918000,SOFT,8.0,1.0,1,,,99.918,2025,Bahrain
0 days 01:10:37.077000,ALB,9.0,0 days 00:01:39.735000,SOFT,9.0,1.0,1,,,99.735,2025,Bahrain
0 days 01:12:17.166000,ALB,10.0,0 days 00:01:40.089000,SOFT,10.0,1.0,1,,,100.089,2025,Bahrain
0 days 01:13:57.009000,ALB,11.0,0 days 00:01:39.843000,SOFT,11.0,1.0,1,,,99.843,2025,Bahrain
0 days 01:15:36.949000,ALB,12.0,0 days 00:01:39.940000,SOFT,12.0,1.0,1,,,99.94,2025,Bahrain
0 days 01:17:17.093000,ALB,13.0,0 days 00:01:40.144000,SOFT,13.0,1.0,1,,,100.144,2025,Bahrain
0 days 01:18:57.419000,ALB,14.0,0 days 00:01:40.326000,SOFT,14.0,1.0,1,,,100.326,2025,Bahrain
0 days 01:20:38.240000,ALB,15.0,0 days 00:01:40.821000,SOFT,15.0,1.0,1,,,100.821,2025,Bahrain
0 days 01:22:20.622000,ALB,16.0,0 days 00:01:42.382000,SOFT,16.0,1.0,1,0 days 01:22:19.013000,,102.382,2025,Bahrain
0 days 01:24:20.214000,ALB,17.0,0 days 00:01:59.592000,HARD,1.0,2.0,1,,0 days 01:22:44.437000,119.592,2025,Bahrain
0 days 01:25:57.423000,ALB,18.0,0 days 00:01:37.209000,HARD,2.0,2.0,1,,,97.209,2025,Bahrain
0 days 01:27:35.632000,ALB,19.0,0 days 00:01:38.209000,HARD,3.0,2.0,1,,,98.209,2025,Bahrain
0 days 01:29:13.305000,ALB,20.0,0 days 00:01:37.673000,HARD,4.0,2.0,1,,,97.673,2025,Bahrain
0 days 01:30:51.352000,ALB,21.0,0 days 00:01:38.047000,HARD,5.0,2.0,1,,,98.047,2025,Bahrain
0 days 01:32:29.826000,ALB,22.0,0 days 00:01:38.474000,HARD,6.0,2.0,1,,,98.474,2025,Bahrain
0 days 01:34:07.710000,ALB,23.0,0 days 00:01:37.884000,HARD,7.0,2.0,1,,,97.884,2025,Bahrain
0 days 01:35:45.733000,ALB,24.0,0 days 00:01:38.023000,HARD,8.0,2.0,1,,,98.023,2025,Bahrain
0 days 01:37:24.324000,ALB,25.0,0 days 00:01:38.591000,HARD,9.0,2.0,1,,,98.591,2025,Bahrain
0 days 01:39:03.022000,ALB,26.0,0 days 00:01:38.698000,HARD,10.0,2.0,1,,,98.698,2025,Bahrain
0 days 01:40:41.729000,ALB,27.0,0 days 00:01:38.707000,HARD,11.0,2.0,1,,,98.707,2025,Bahrain
0 days 01:42:20.559000,ALB,28.0,0 days 00:01:38.830000,HARD,12.0,2.0,1,,,98.83,2025,Bahrain
0 days 01:43:58.707000,ALB,29.0,0 days 00:01:38.148000,HARD,13.0,2.0,1,,,98.148,2025,Bahrain
0 days 01:45:37.871000,ALB,30.0,0 days 00:01:39.164000,HARD,14.0,2.0,1,,,99.164,2025,Bahrain
0 days 01:47:17.652000,ALB,31.0,0 days 00:01:39.781000,HARD,15.0,2.0,1,,,99.781,2025,Bahrain
0 days 01:49:25.246000,ALB,32.0,0 days 00:02:07.594000,HARD,16.0,2.0,14,0 days 01:49:23.329000,,127.594,2025,Bahrain
0 days 01:51:56.376000,ALB,33.0,,MEDIUM,1.0,3.0,4,,0 days 01:49:49.420000,,2025,Bahrain
0 days 01:53:50.872000,ALB,34.0,0 days 00:01:54.496000,MEDIUM,2.0,3.0,4,,,114.496,2025,Bahrain
0 days 01:56:04.501000,ALB,35.0,0 days 00:02:13.629000,MEDIUM,3.0,3.0,41,,,133.629,2025,Bahrain
0 days 01:57:43.569000,ALB,36.0,0 days 00:01:39.068000,MEDIUM,4.0,3.0,1,,,99.068,2025,Bahrain
0 days 01:59:21.184000,ALB,37.0,0 days 00:01:37.615000,MEDIUM,5.0,3.0,1,,,97.615,2025,Bahrain
0 days 02:00:59.055000,ALB,38.0,0 days 00:01:37.871000,MEDIUM,6.0,3.0,1,,,97.871,2025,Bahrain
0 days 02:02:37.925000,ALB,39.0,0 days 00:01:38.870000,MEDIUM,7.0,3.0,1,,,98.87,2025,Bahrain
0 days 02:04:15.556000,ALB,40.0,0 days 00:01:37.631000,MEDIUM,8.0,3.0,1,,,97.631,2025,Bahrain
0 days 02:05:53.060000,ALB,41.0,0 days 00:01:37.504000,MEDIUM,9.0,3.0,1,,,97.504,2025,Bahrain
0 days 02:07:30.762000,ALB,42.0,0 days 00:01:37.702000,MEDIUM,10.0,3.0,1,,,97.702,2025,Bahrain
0 days 02:09:08.429000,ALB,43.0,0 days 00:01:37.667000,MEDIUM,11.0,3.0,1,,,97.667,2025,Bahrain
0 days 02:10:46.076000,ALB,44.0,0 days 00:01:37.647000,MEDIUM,12.0,3.0,1,,,97.647,2025,Bahrain
0 days 02:12:23.772000,ALB,45.0,0 days 00:01:37.696000,MEDIUM,13.0,3.0,1,,,97.696,2025,Bahrain
0 days 02:14:02.105000,ALB,46.0,0 days 00:01:38.333000,MEDIUM,14.0,3.0,1,,,98.333,2025,Bahrain
0 days 02:15:39.246000,ALB,47.0,0 days 00:01:37.141000,MEDIUM,15.0,3.0,1,,,97.141,2025,Bahrain
0 days 02:17:16.790000,ALB,48.0,0 days 00:01:37.544000,MEDIUM,16.0,3.0,1,,,97.544,2025,Bahrain
0 days 02:18:54.417000,ALB,49.0,0 days 00:01:37.627000,MEDIUM,17.0,3.0,1,,,97.627,2025,Bahrain
0 days 02:20:32.280000,ALB,50.0,0 days 00:01:37.863000,MEDIUM,18.0,3.0,1,,,97.863,2025,Bahrain
0 days 02:22:10.090000,ALB,51.0,0 days 00:01:37.810000,MEDIUM,19.0,3.0,1,,,97.81,2025,Bahrain
0 days 02:23:48.671000,ALB,52.0,0 days 00:01:38.581000,MEDIUM,20.0,3.0,1,,,98.581,2025,Bahrain
0 days 02:25:27.098000,ALB,53.0,0 days 00:01:38.427000,MEDIUM,21.0,3.0,1,,,98.427,2025,Bahrain
0 days 02:27:05.712000,ALB,54.0,0 days 00:01:38.614000,MEDIUM,22.0,3.0,1,,,98.614,2025,Bahrain
0 days 02:28:44.528000,ALB,55.0,0 days 00:01:38.816000,MEDIUM,23.0,3.0,1,,,98.816,2025,Bahrain
0 days 02:30:23.748000,ALB,56.0,0 days 00:01:39.220000,MEDIUM,24.0,3.0,1,,,99.22,2025,Bahrain
0 days 02:32:03.412000,ALB,57.0,0 days 00:01:39.664000,MEDIUM,25.0,3.0,1,,,99.664,2025,Bahrain
0 days 00:57:23.247000,HAD,1.0,0 days 00:01:48.113000,SOFT,1.0,1.0,1,,,108.113,2025,Bahrain
0 days 00:59:02.850000,HAD,2.0,0 days 00:01:39.603000,SOFT,2.0,1.0,1,,,99.603,2025,Bahrain
0 days 01:00:42.617000,HAD,3.0,0 days 00:01:39.767000,SOFT,3.0,1.0,1,,,99.767,2025,Bahrain
0 days 01:02:22.248000,HAD,4.0,0 days 00:01:39.631000,SOFT,4.0,1.0,1,,,99.631,2025,Bahrain
0 days 01:04:01.917000,HAD,5.0,0 days 00:01:39.669000,SOFT,5.0,1.0,1,,,99.669,2025,Bahrain
0 days 01:05:44.283000,HAD,6.0,0 days 00:01:42.366000,SOFT,6.0,1.0,1,0 days 01:05:42.618000,,102.366,2025,Bahrain
0 days 01:07:43.075000,HAD,7.0,0 days 00:01:58.792000,MEDIUM,1.0,2.0,1,,0 days 01:06:07.903000,118.792,2025,Bahrain
0 days 01:09:20.467000,HAD,8.0,0 days 00:01:37.392000,MEDIUM,2.0,2.0,1,,,97.392,2025,Bahrain
0 days 01:10:59.009000,HAD,9.0,0 days 00:01:38.542000,MEDIUM,3.0,2.0,1,,,98.542,2025,Bahrain
0 days 01:12:38.438000,HAD,10.0,0 days 00:01:39.429000,MEDIUM,4.0,2.0,1,,,99.429,2025,Bahrain
0 days 01:14:17.061000,HAD,11.0,0 days 00:01:38.623000,MEDIUM,5.0,2.0,1,,,98.623,2025,Bahrain
0 days 01:15:55.761000,HAD,12.0,0 days 00:01:38.700000,MEDIUM,6.0,2.0,1,,,98.7,2025,Bahrain
0 days 01:17:34.610000,HAD,13.0,0 days 00:01:38.849000,MEDIUM,7.0,2.0,1,,,98.849,2025,Bahrain
0 days 01:19:14.640000,HAD,14.0,0 days 00:01:40.030000,MEDIUM,8.0,2.0,1,,,100.03,2025,Bahrain
0 days 01:20:53.533000,HAD,15.0,0 days 00:01:38.893000,MEDIUM,9.0,2.0,1,,,98.893,2025,Bahrain
0 days 01:22:32.701000,HAD,16.0,0 days 00:01:39.168000,MEDIUM,10.0,2.0,1,,,99.168,2025,Bahrain
0 days 01:24:11.450000,HAD,17.0,0 days 00:01:38.749000,MEDIUM,11.0,2.0,1,,,98.749,2025,Bahrain
0 days 01:25:51.468000,HAD,18.0,0 days 00:01:40.018000,MEDIUM,12.0,2.0,1,,,100.018,2025,Bahrain
0 days 01:27:30.362000,HAD,19.0,0 days 00:01:38.894000,MEDIUM,13.0,2.0,1,,,98.894,2025,Bahrain
0 days 01:29:09.235000,HAD,20.0,0 days 00:01:38.873000,MEDIUM,14.0,2.0,1,,,98.873,2025,Bahrain
0 days 01:30:49.999000,HAD,21.0,0 days 00:01:40.764000,MEDIUM,15.0,2.0,1,,,100.764,2025,Bahrain
0 days 01:32:29.441000,HAD,22.0,0 days 00:01:39.442000,MEDIUM,16.0,2.0,1,,,99.442,2025,Bahrain
0 days 01:34:09.806000,HAD,23.0,0 days 00:01:40.365000,MEDIUM,17.0,2.0,1,,,100.365,2025,Bahrain
0 days 01:35:49.328000,HAD,24.0,0 days 00:01:39.522000,MEDIUM,18.0,2.0,1,,,99.522,2025,Bahrain
0 days 01:37:29.123000,HAD,25.0,0 days 00:01:39.795000,MEDIUM,19.0,2.0,1,,,99.795,2025,Bahrain
0 days 01:39:08.711000,HAD,26.0,0 days 00:01:39.588000,MEDIUM,20.0,2.0,1,,,99.588,2025,Bahrain
0 days 01:40:48.176000,HAD,27.0,0 days 00:01:39.465000,MEDIUM,21.0,2.0,1,,,99.465,2025,Bahrain
0 days 01:42:30.252000,HAD,28.0,0 days 00:01:42.076000,MEDIUM,22.0,2.0,1,0 days 01:42:28.733000,,102.076,2025,Bahrain
0 days 01:44:28.438000,HAD,29.0,0 days 00:01:58.186000,HARD,1.0,3.0,1,,0 days 01:42:53.155000,118.186,2025,Bahrain
0 days 01:46:05.390000,HAD,30.0,0 days 00:01:36.952000,HARD,2.0,3.0,1,,,96.952,2025,Bahrain
0 days 01:47:42.548000,HAD,31.0,0 days 00:01:37.158000,HARD,3.0,3.0,1,,,97.158,2025,Bahrain
0 days 01:49:52.528000,HAD,32.0,0 days 00:02:09.980000,HARD,4.0,3.0,14,,,129.98,2025,Bahrain
0 days 01:52:07.811000,HAD,33.0,0 days 00:02:15.283000,HARD,5.0,3.0,4,,,135.283,2025,Bahrain
0 days 01:54:00.776000,HAD,34.0,0 days 00:01:52.965000,HARD,6.0,3.0,4,,,112.965,2025,Bahrain
0 days 01:56:06.284000,HAD,35.0,0 days 00:02:05.508000,HARD,7.0,3.0,41,,,125.508,2025,Bahrain
0 days 01:57:46.602000,HAD,36.0,0 days 00:01:40.318000,HARD,8.0,3.0,1,,,100.318,2025,Bahrain
0 days 01:59:25.069000,HAD,37.0,0 days 00:01:38.467000,HARD,9.0,3.0,1,,,98.467,2025,Bahrain
0 days 02:01:02.900000,HAD,38.0,0 days 00:01:37.831000,HARD,10.0,3.0,1,,,97.831,2025,Bahrain
0 days 02:02:41.229000,HAD,39.0,0 days 00:01:38.329000,HARD,11.0,3.0,1,,,98.329,2025,Bahrain
0 days 02:04:19.571000,HAD,40.0,0 days 00:01:38.342000,HARD,12.0,3.0,1,,,98.342,2025,Bahrain
0 days 02:05:58.257000,HAD,41.0,0 days 00:01:38.686000,HARD,13.0,3.0,1,,,98.686,2025,Bahrain
0 days 02:07:36.818000,HAD,42.0,0 days 00:01:38.561000,HARD,14.0,3.0,1,,,98.561,2025,Bahrain
0 days 02:09:15.891000,HAD,43.0,0 days 00:01:39.073000,HARD,15.0,3.0,1,,,99.073,2025,Bahrain
0 days 02:10:53.615000,HAD,44.0,0 days 00:01:37.724000,HARD,16.0,3.0,1,,,97.724,2025,Bahrain
0 days 02:12:31.634000,HAD,45.0,0 days 00:01:38.019000,HARD,17.0,3.0,1,,,98.019,2025,Bahrain
0 days 02:14:09.427000,HAD,46.0,0 days 00:01:37.793000,HARD,18.0,3.0,1,,,97.793,2025,Bahrain
0 days 02:15:47.189000,HAD,47.0,0 days 00:01:37.762000,HARD,19.0,3.0,1,,,97.762,2025,Bahrain
0 days 02:17:25.210000,HAD,48.0,0 days 00:01:38.021000,HARD,20.0,3.0,1,,,98.021,2025,Bahrain
0 days 02:19:03.195000,HAD,49.0,0 days 00:01:37.985000,HARD,21.0,3.0,1,,,97.985,2025,Bahrain
0 days 02:20:41.337000,HAD,50.0,0 days 00:01:38.142000,HARD,22.0,3.0,1,,,98.142,2025,Bahrain
0 days 02:22:19.603000,HAD,51.0,0 days 00:01:38.266000,HARD,23.0,3.0,1,,,98.266,2025,Bahrain
0 days 02:23:57.808000,HAD,52.0,0 days 00:01:38.205000,HARD,24.0,3.0,1,,,98.205,2025,Bahrain
0 days 02:25:36.303000,HAD,53.0,0 days 00:01:38.495000,HARD,25.0,3.0,1,,,98.495,2025,Bahrain
0 days 02:27:15.306000,HAD,54.0,0 days 00:01:39.003000,HARD,26.0,3.0,1,,,99.003,2025,Bahrain
0 days 02:28:53.603000,HAD,55.0,0 days 00:01:38.297000,HARD,27.0,3.0,1,,,98.297,2025,Bahrain
0 days 02:30:32.387000,HAD,56.0,0 days 00:01:38.784000,HARD,28.0,3.0,1,,,98.784,2025,Bahrain
0 days 02:32:10.883000,HAD,57.0,0 days 00:01:38.496000,HARD,29.0,3.0,1,,,98.496,2025,Bahrain
0 days 00:57:20.306000,DOO,1.0,0 days 00:01:45.172000,SOFT,1.0,1.0,1,,,105.172,2025,Bahrain
0 days 00:58:59.478000,DOO,2.0,0 days 00:01:39.172000,SOFT,2.0,1.0,1,,,99.172,2025,Bahrain
0 days 01:00:38.192000,DOO,3.0,0 days 00:01:38.714000,SOFT,3.0,1.0,1,,,98.714,2025,Bahrain
0 days 01:02:16.914000,DOO,4.0,0 days 00:01:38.722000,SOFT,4.0,1.0,1,,,98.722,2025,Bahrain
0 days 01:03:56.209000,DOO,5.0,0 days 00:01:39.295000,SOFT,5.0,1.0,1,,,99.295,2025,Bahrain
0 days 01:05:35.495000,DOO,6.0,0 days 00:01:39.286000,SOFT,6.0,1.0,1,,,99.286,2025,Bahrain
0 days 01:07:14.952000,DOO,7.0,0 days 00:01:39.457000,SOFT,7.0,1.0,1,,,99.457,2025,Bahrain
0 days 01:08:54.765000,DOO,8.0,0 days 00:01:39.813000,SOFT,8.0,1.0,1,,,99.813,2025,Bahrain
0 days 01:10:38.296000,DOO,9.0,0 days 00:01:43.531000,SOFT,9.0,1.0,1,0 days 01:10:36.604000,,103.531,2025,Bahrain
0 days 01:12:36.378000,DOO,10.0,0 days 00:01:58.082000,MEDIUM,1.0,2.0,1,,0 days 01:11:01.409000,118.082,2025,Bahrain
0 days 01:14:14.123000,DOO,11.0,0 days 00:01:37.745000,MEDIUM,2.0,2.0,1,,,97.745,2025,Bahrain
0 days 01:15:52.136000,DOO,12.0,0 days 00:01:38.013000,MEDIUM,3.0,2.0,1,,,98.013,2025,Bahrain
0 days 01:17:30.561000,DOO,13.0,0 days 00:01:38.425000,MEDIUM,4.0,2.0,1,,,98.425,2025,Bahrain
0 days 01:19:08.734000,DOO,14.0,0 days 00:01:38.173000,MEDIUM,5.0,2.0,1,,,98.173,2025,Bahrain
0 days 01:20:47.046000,DOO,15.0,0 days 00:01:38.312000,MEDIUM,6.0,2.0,1,,,98.312,2025,Bahrain
0 days 01:22:25.748000,DOO,16.0,0 days 00:01:38.702000,MEDIUM,7.0,2.0,1,,,98.702,2025,Bahrain
0 days 01:24:04.716000,DOO,17.0,0 days 00:01:38.968000,MEDIUM,8.0,2.0,1,,,98.968,2025,Bahrain
0 days 01:25:43.265000,DOO,18.0,0 days 00:01:38.549000,MEDIUM,9.0,2.0,1,,,98.549,2025,Bahrain
0 days 01:27:21.563000,DOO,19.0,0 days 00:01:38.298000,MEDIUM,10.0,2.0,1,,,98.298,2025,Bahrain
0 days 01:29:00.829000,DOO,20.0,0 days 00:01:39.266000,MEDIUM,11.0,2.0,1,,,99.266,2025,Bahrain
0 days 01:30:39.802000,DOO,21.0,0 days 00:01:38.973000,MEDIUM,12.0,2.0,1,,,98.973,2025,Bahrain
0 days 01:32:19.699000,DOO,22.0,0 days 00:01:39.897000,MEDIUM,13.0,2.0,1,,,99.897,2025,Bahrain
0 days 01:33:58.541000,DOO,23.0,0 days 00:01:38.842000,MEDIUM,14.0,2.0,1,,,98.842,2025,Bahrain
0 days 01:35:37.963000,DOO,24.0,0 days 00:01:39.422000,MEDIUM,15.0,2.0,1,,,99.422,2025,Bahrain
0 days 01:37:17.286000,DOO,25.0,0 days 00:01:39.323000,MEDIUM,16.0,2.0,1,,,99.323,2025,Bahrain
0 days 01:38:57.038000,DOO,26.0,0 days 00:01:39.752000,MEDIUM,17.0,2.0,1,,,99.752,2025,Bahrain
0 days 01:40:36.559000,DOO,27.0,0 days 00:01:39.521000,MEDIUM,18.0,2.0,1,,,99.521,2025,Bahrain
0 days 01:42:18.467000,DOO,28.0,0 days 00:01:41.908000,MEDIUM,19.0,2.0,1,0 days 01:42:16.778000,,101.908,2025,Bahrain
0 days 01:44:16.481000,DOO,29.0,0 days 00:01:58.014000,HARD,1.0,3.0,1,,0 days 01:42:41.917000,118.014,2025,Bahrain
0 days 01:45:54.068000,DOO,30.0,0 days 00:01:37.587000,HARD,2.0,3.0,1,,,97.587,2025,Bahrain
0 days 01:47:30.750000,DOO,31.0,0 days 00:01:36.682000,HARD,3.0,3.0,1,,,96.682,2025,Bahrain
0 days 01:49:37.208000,DOO,32.0,0 days 00:02:06.458000,HARD,4.0,3.0,14,,,126.458,2025,Bahrain
0 days 01:51:50.643000,DOO,33.0,0 days 00:02:13.435000,HARD,5.0,3.0,4,,,133.435,2025,Bahrain
0 days 01:53:45.585000,DOO,34.0,0 days 00:01:54.942000,HARD,6.0,3.0,4,,,114.942,2025,Bahrain
0 days 01:56:03.230000,DOO,35.0,0 days 00:02:17.645000,HARD,7.0,3.0,41,,,137.645,2025,Bahrain
0 days 01:57:41.727000,DOO,36.0,0 days 00:01:38.497000,HARD,8.0,3.0,1,,,98.497,2025,Bahrain
0 days 01:59:19.305000,DOO,37.0,0 days 00:01:37.578000,HARD,9.0,3.0,1,,,97.578,2025,Bahrain
0 days 02:00:57.449000,DOO,38.0,0 days 00:01:38.144000,HARD,10.0,3.0,1,,,98.144,2025,Bahrain
0 days 02:02:34.978000,DOO,39.0,0 days 00:01:37.529000,HARD,11.0,3.0,1,,,97.529,2025,Bahrain
0 days 02:04:12.471000,DOO,40.0,0 days 00:01:37.493000,HARD,12.0,3.0,1,,,97.493,2025,Bahrain
0 days 02:05:50.006000,DOO,41.0,0 days 00:01:37.535000,HARD,13.0,3.0,1,,,97.535,2025,Bahrain
0 days 02:07:27.539000,DOO,42.0,0 days 00:01:37.533000,HARD,14.0,3.0,1,,,97.533,2025,Bahrain
0 days 02:09:05.315000,DOO,43.0,0 days 00:01:37.776000,HARD,15.0,3.0,1,,,97.776,2025,Bahrain
0 days 02:10:43.197000,DOO,44.0,0 days 00:01:37.882000,HARD,16.0,3.0,1,,,97.882,2025,Bahrain
0 days 02:12:22.198000,DOO,45.0,0 days 00:01:39.001000,HARD,17.0,3.0,1,,,99.001,2025,Bahrain
0 days 02:14:01.742000,DOO,46.0,0 days 00:01:39.544000,HARD,18.0,3.0,1,,,99.544,2025,Bahrain
0 days 02:15:40.658000,DOO,47.0,0 days 00:01:38.916000,HARD,19.0,3.0,1,,,98.916,2025,Bahrain
0 days 02:17:19.008000,DOO,48.0,0 days 00:01:38.350000,HARD,20.0,3.0,1,,,98.35,2025,Bahrain
0 days 02:18:57.201000,DOO,49.0,0 days 00:01:38.193000,HARD,21.0,3.0,1,,,98.193,2025,Bahrain
0 days 02:20:36.674000,DOO,50.0,0 days 00:01:39.473000,HARD,22.0,3.0,1,,,99.473,2025,Bahrain
0 days 02:22:15.254000,DOO,51.0,0 days 00:01:38.580000,HARD,23.0,3.0,1,,,98.58,2025,Bahrain
0 days 02:23:53.649000,DOO,52.0,0 days 00:01:38.395000,HARD,24.0,3.0,1,,,98.395,2025,Bahrain
